loan_id,age,annual_income,employment_length,home_ownership,credit_score,num_credit_lines,delinquencies_2yrs,credit_utilization,inquiries_6months,loan_purpose,loan_amount,offered_rate,offer_accepted,default
2483,57,43000,1-2 years,MORTGAGE,795,10,0,44.8,1,debt_consolidation,12000,0.09087153403597309,1,0
2484,49,23000,< 1 year,MORTGAGE,722,7,1,45,1,other,11500,0.06922807181427178,1,0
2485,20,57000,< 1 year,MORTGAGE,585,9,0,42.4,0,credit_card,28500,0.162683771960415,1,0
2486,48,15000,6-10 years,MORTGAGE,782,8,0,57.7,1,credit_card,7500,0.0681135045290493,1,1
2487,42,35000,< 1 year,RENT,594,6,0,25.6,0,debt_consolidation,17500,0.12,1,1
2488,22,33000,3-5 years,RENT,591,9,1,34.3,0,credit_card,16500,0.18699566213960772,0,NA
2489,42,16000,6-10 years,MORTGAGE,679,7,0,51.6,1,home_improvement,7000,0.09,1,1
2490,49,54000,6-10 years,RENT,784,5,1,28.5,0,home_improvement,23000,0.08612060110607274,1,0
2491,26,64000,3-5 years,OWN,706,11,0,40,1,medical,20000,0.09,1,0
2492,44,90000,3-5 years,MORTGAGE,728,5,0,52.6,0,car,38000,0.08589630364945829,1,1
2493,23,125000,3-5 years,MORTGAGE,688,12,0,35.4,0,debt_consolidation,7000,0.10090410066750463,1,0
2494,44,36000,10+ years,MORTGAGE,678,11,0,45.7,0,major_purchase,10000,0.13,1,1
2495,26,78000,6-10 years,RENT,675,9,0,11.4,1,home_improvement,19000,0.09,1,0
2496,33,35000,6-10 years,OWN,486,8,0,52.5,2,debt_consolidation,4000,0.1771924505445871,0,NA
2497,25,59000,1-2 years,MORTGAGE,688,3,1,53.4,0,credit_card,3000,0.11598253127928934,0,NA
2498,46,30000,6-10 years,OWN,796,8,1,37.9,0,small_business,15000,0.1,1,0
2499,36,47000,1-2 years,RENT,601,8,0,15.4,0,major_purchase,23500,0.13389358490199,0,NA
2500,44,103000,6-10 years,MORTGAGE,818,5,0,6.1,0,credit_card,14000,0.07358235936194635,1,0
2501,45,58000,3-5 years,OWN,779,6,0,9.2,0,debt_consolidation,24000,0.09140870327319804,1,0
2502,38,38000,< 1 year,MORTGAGE,762,6,0,36.8,1,debt_consolidation,3000,0.035123721731595385,1,0
2503,37,13000,3-5 years,MORTGAGE,692,10,0,26.3,0,credit_card,6500,0.13,0,NA
2504,43,55000,1-2 years,MORTGAGE,675,7,1,31.5,0,small_business,27500,0.09,1,0
2505,45,155000,1-2 years,MORTGAGE,585,9,1,64.8,0,debt_consolidation,11000,0.16706292874913145,0,NA
2506,38,28000,< 1 year,RENT,683,2,0,63.9,0,credit_card,9000,0.13,0,NA
2507,43,40000,3-5 years,RENT,670,11,0,53.4,0,major_purchase,7000,0.09484274517573663,1,1
2508,48,87000,3-5 years,RENT,627,13,0,14.9,0,debt_consolidation,11000,0.1528733017797525,0,NA
2509,46,131000,6-10 years,MORTGAGE,652,4,1,11.1,0,debt_consolidation,40000,0.09,0,NA
2510,54,31000,3-5 years,MORTGAGE,661,10,0,69.1,4,home_improvement,15500,0.13,1,1
2511,18,36000,3-5 years,MORTGAGE,741,10,0,60.4,0,debt_consolidation,1000,0.1,1,1
2512,42,17000,1-2 years,OWN,602,6,0,4.5,0,major_purchase,7000,0.14023525625938985,0,NA
2513,40,56000,3-5 years,MORTGAGE,674,12,0,20,1,credit_card,10000,0.09733604414741548,1,0
2514,29,109000,1-2 years,MORTGAGE,696,9,0,15.8,0,credit_card,21000,0.09,1,0
2515,29,49000,3-5 years,RENT,634,7,0,32.8,0,debt_consolidation,24500,0.15706349975458833,1,0
2516,44,85000,< 1 year,MORTGAGE,716,6,0,26.5,5,debt_consolidation,24000,0.09,1,1
2517,34,53000,3-5 years,MORTGAGE,796,5,1,73.7,4,debt_consolidation,22000,0.02,1,0
2518,35,60000,< 1 year,MORTGAGE,688,11,0,82.2,0,home_improvement,6000,0.13,0,NA
2519,44,91000,6-10 years,RENT,644,11,0,31.2,3,major_purchase,5000,0.1456927214935807,0,NA
2520,52,71000,10+ years,RENT,697,8,1,63,0,home_improvement,35500,0.09,1,0
2521,63,16000,6-10 years,MORTGAGE,699,12,1,51.5,1,car,8000,0.11938988161324035,1,0
2522,47,103000,10+ years,RENT,758,13,1,68.9,2,debt_consolidation,20000,0.07700422272050565,1,0
2523,62,51000,6-10 years,OWN,658,11,0,22.4,0,small_business,4000,0.10718724269145069,1,0
2524,53,196000,10+ years,MORTGAGE,680,10,0,65.9,0,medical,19000,0.10609715782881321,0,NA
2525,42,229000,10+ years,RENT,669,10,0,7,1,debt_consolidation,3000,0.13,0,NA
2526,41,29000,6-10 years,MORTGAGE,608,3,0,25.5,0,home_improvement,8000,0.169105761579729,0,NA
2527,61,154000,6-10 years,RENT,734,11,1,33.3,0,debt_consolidation,19000,0.1,1,0
2528,26,58000,< 1 year,OWN,664,12,0,45.3,0,home_improvement,18000,0.09,1,0
2529,39,40000,3-5 years,MORTGAGE,707,11,0,18.3,2,home_improvement,9000,0.13,0,NA
2530,40,53000,1-2 years,RENT,614,10,1,35.1,1,major_purchase,11000,0.13127436396951805,1,0
2531,18,67000,6-10 years,MORTGAGE,678,6,0,43.5,1,credit_card,31000,0.13,1,0
2532,34,46000,< 1 year,RENT,720,13,0,59.9,1,car,10000,0.06052910979691996,1,0
2533,42,29000,3-5 years,MORTGAGE,756,9,1,61.7,1,credit_card,14500,0.1,1,0
2534,18,59000,1-2 years,RENT,613,10,0,43,1,major_purchase,14000,0.12,1,0
2535,42,26000,1-2 years,RENT,674,4,0,39,3,debt_consolidation,13000,0.1079043748767588,1,0
2536,35,46000,3-5 years,MORTGAGE,591,7,0,61.1,3,major_purchase,2000,0.16157593932355996,0,NA
2537,43,101000,6-10 years,RENT,566,6,0,20.3,1,debt_consolidation,35000,0.12,0,NA
2538,47,24000,3-5 years,OWN,634,6,0,32,0,small_business,12000,0.19684237480336217,0,NA
2539,55,47000,3-5 years,MORTGAGE,619,8,0,11.8,2,credit_card,12000,0.157343266626361,0,NA
2540,18,78000,3-5 years,MORTGAGE,722,5,1,4.7,2,debt_consolidation,16000,0.0678799108801405,1,0
2541,39,52000,10+ years,MORTGAGE,731,10,0,19,0,home_improvement,26000,0.08129056709457212,1,0
2542,30,40000,10+ years,RENT,733,5,0,15.5,1,home_improvement,20000,0.09805248466049249,1,0
2543,38,30000,6-10 years,MORTGAGE,681,5,0,29.8,2,home_improvement,6000,0.13,1,0
2544,36,47000,3-5 years,RENT,700,12,2,25.2,1,small_business,9000,0.1286084122243772,0,NA
2545,24,119000,10+ years,MORTGAGE,674,5,0,19.7,0,car,9000,0.13,0,NA
2546,18,39000,10+ years,MORTGAGE,691,5,1,64.1,0,home_improvement,12000,0.09314039061793485,1,0
2547,63,39000,10+ years,MORTGAGE,689,11,0,16.5,0,credit_card,19500,0.09,1,0
2548,22,59000,3-5 years,MORTGAGE,624,8,1,42.1,1,debt_consolidation,29500,0.15401040873264765,1,1
2549,41,55000,10+ years,RENT,690,5,0,12.1,2,credit_card,24000,0.11464698071865717,1,0
2550,25,139000,10+ years,RENT,836,7,1,56.3,1,debt_consolidation,15000,0.06864596433554956,1,0
2551,56,150000,1-2 years,RENT,635,8,0,31.5,0,debt_consolidation,12000,0.14843042075313514,0,NA
2552,18,24000,3-5 years,MORTGAGE,623,9,0,20.5,1,car,11000,0.1638086121501299,0,NA
2553,27,72000,10+ years,RENT,662,7,0,42.8,1,home_improvement,29000,0.09,1,0
2554,23,66000,3-5 years,MORTGAGE,678,6,0,56.5,3,car,33000,0.09,1,1
2555,39,51000,3-5 years,MORTGAGE,566,3,0,54.9,1,debt_consolidation,25500,0.1241992722197233,1,1
2556,32,57000,6-10 years,MORTGAGE,684,8,1,37.3,1,debt_consolidation,15000,0.13,1,0
2557,67,89000,< 1 year,RENT,619,9,0,46.4,0,major_purchase,25000,0.18801165455046603,0,NA
2558,38,82000,1-2 years,MORTGAGE,740,12,1,60.8,1,small_business,7000,0.07828870685234299,1,0
2559,54,26000,1-2 years,MORTGAGE,764,11,1,33.8,1,credit_card,5000,0.03861049298022454,1,0
2560,48,99000,10+ years,RENT,670,11,1,63.9,0,home_improvement,39000,0.11862742692220289,1,0
2561,46,122000,3-5 years,RENT,605,8,0,76,0,car,36000,0.12,1,0
2562,44,66000,6-10 years,RENT,638,13,0,23.1,1,small_business,24000,0.18700539872819535,0,NA
2563,41,10000,< 1 year,MORTGAGE,578,7,1,73.4,1,home_improvement,3000,0.12,1,1
2564,29,116000,6-10 years,OWN,745,6,0,13.2,0,credit_card,39000,0.0842661945721215,1,0
2565,34,20000,1-2 years,RENT,558,10,4,16.2,3,home_improvement,10000,0.18423411124216957,0,NA
2566,44,127000,3-5 years,RENT,693,4,0,18.6,2,home_improvement,1000,0.09,1,0
2567,18,46000,10+ years,RENT,756,8,0,70.4,1,debt_consolidation,23000,0.07311669334082674,1,0
2568,18,30000,6-10 years,MORTGAGE,658,10,1,62.7,1,medical,9000,0.09,1,0
2569,33,18000,6-10 years,MORTGAGE,599,6,0,26.1,2,home_improvement,9000,0.13322113817328482,0,NA
2570,18,86000,3-5 years,MORTGAGE,548,8,0,47.2,0,credit_card,5000,0.1797000271338244,0,NA
2571,39,40000,1-2 years,RENT,625,7,0,88.2,0,debt_consolidation,20000,0.12,1,0
2572,44,44000,1-2 years,MORTGAGE,593,8,0,73.5,2,home_improvement,14000,0.13727481620018608,1,0
2573,49,53000,10+ years,RENT,713,12,1,24,0,debt_consolidation,26500,0.13,1,0
2574,51,41000,3-5 years,OTHER,793,10,0,37.6,0,credit_card,20500,0.06595158777624718,1,0
2575,45,24000,3-5 years,MORTGAGE,602,11,0,64.7,1,home_improvement,7000,0.12591405576566977,1,0
2576,45,12000,3-5 years,RENT,705,9,0,22.5,1,home_improvement,6000,0.09,0,NA
2577,41,82000,< 1 year,RENT,579,6,1,51.2,0,debt_consolidation,39000,0.1741521648520586,0,NA
2578,38,86000,6-10 years,MORTGAGE,696,11,2,27.1,0,credit_card,14000,0.10738132020405947,1,0
2579,28,41000,6-10 years,RENT,814,11,1,11,0,home_improvement,17000,0.1,1,0
2580,65,33000,1-2 years,MORTGAGE,605,6,0,48.1,4,medical,5000,0.14601435232088114,1,0
2581,28,90000,1-2 years,RENT,709,9,0,57.5,2,debt_consolidation,12000,0.12747975597196007,0,NA
2582,58,31000,1-2 years,RENT,701,7,0,38.5,1,home_improvement,15500,0.09172793657800789,1,0
2583,49,69000,10+ years,MORTGAGE,578,7,0,52.8,1,small_business,3000,0.1277416448330585,0,NA
2584,62,22000,6-10 years,MORTGAGE,777,5,1,7.8,0,debt_consolidation,3000,0.02,1,0
2585,47,84000,10+ years,RENT,727,9,1,77.2,1,car,21000,0.1,1,1
2586,33,59000,3-5 years,MORTGAGE,629,12,0,21.4,0,credit_card,5000,0.23334004182232215,0,NA
2587,34,49000,< 1 year,MORTGAGE,624,1,0,24.7,2,home_improvement,24500,0.15387751237438277,0,NA
2588,22,43000,3-5 years,RENT,659,12,0,15.9,1,debt_consolidation,17000,0.10180301490667924,1,1
2589,50,99000,1-2 years,MORTGAGE,669,8,1,16.8,0,debt_consolidation,4000,0.13,0,NA
2590,39,99000,3-5 years,MORTGAGE,672,10,0,61.6,1,debt_consolidation,9000,0.11112119666867237,1,1
2591,37,107000,10+ years,RENT,687,6,0,17.3,0,debt_consolidation,37000,0.09,1,0
2592,39,206000,3-5 years,MORTGAGE,715,11,0,29,1,credit_card,32000,0.09,0,NA
2593,30,33000,1-2 years,RENT,655,11,1,19.1,1,car,16500,0.09,1,0
2594,33,28000,3-5 years,MORTGAGE,714,10,0,31,0,other,14000,0.13,0,NA
2595,47,170000,6-10 years,MORTGAGE,603,9,0,49.1,0,medical,19000,0.1942352734213497,0,NA
2596,54,55000,< 1 year,RENT,680,3,0,36.8,0,other,19000,0.13,1,1
2597,39,105000,3-5 years,OWN,686,12,0,11.1,1,debt_consolidation,28000,0.10109861558299454,1,0
2598,41,56000,< 1 year,MORTGAGE,780,9,1,25.6,2,car,5000,0.1,0,NA
2599,41,22000,6-10 years,MORTGAGE,716,13,0,76.6,1,home_improvement,11000,0.12932974594004712,0,NA
2600,40,94000,10+ years,MORTGAGE,571,9,0,51.6,3,home_improvement,35000,0.14817284022234056,0,NA
2601,35,70000,3-5 years,MORTGAGE,694,2,1,51.9,1,debt_consolidation,2000,0.13,1,0
2602,45,24000,1-2 years,RENT,734,7,0,31.3,1,debt_consolidation,12000,0.059173830098288804,1,0
2603,46,37000,6-10 years,RENT,687,6,0,78.5,0,debt_consolidation,18500,0.1050219000470214,1,0
2604,40,40000,1-2 years,MORTGAGE,673,4,0,50.1,0,major_purchase,17000,0.09,1,0
2605,45,50000,3-5 years,MORTGAGE,607,7,0,24.6,1,debt_consolidation,19000,0.1211267665233088,0,NA
2606,31,35000,3-5 years,RENT,704,4,1,64,0,credit_card,17500,0.13,1,0
2607,40,35000,1-2 years,MORTGAGE,685,4,0,60.6,0,car,13000,0.13,1,1
2608,45,56000,6-10 years,MORTGAGE,843,11,0,8.8,1,debt_consolidation,22000,0.04928839346382982,1,0
2609,37,52000,6-10 years,RENT,708,7,0,37.3,0,major_purchase,4000,0.13,1,0
2610,37,13000,< 1 year,OWN,669,8,0,16.7,0,home_improvement,6500,0.11359680207531227,1,0
2611,32,30000,1-2 years,RENT,784,6,1,68.9,1,major_purchase,15000,0.07343774730354,1,1
2612,45,40000,10+ years,RENT,645,6,0,22.1,0,credit_card,6000,0.12914431271567947,1,0
2613,41,66000,< 1 year,MORTGAGE,618,4,0,60.4,1,debt_consolidation,12000,0.14036275813574772,0,NA
2614,70,67000,< 1 year,MORTGAGE,724,5,1,89.1,0,home_improvement,16000,0.1,1,0
2615,36,38000,6-10 years,RENT,654,7,1,73.5,2,debt_consolidation,17000,0.1139669969342578,1,1
2616,39,30000,6-10 years,RENT,850,3,1,34.9,0,credit_card,13000,0.1,1,0
2617,26,38000,1-2 years,RENT,595,6,1,28.6,4,debt_consolidation,19000,0.16528156214777928,0,NA
2618,49,46000,3-5 years,MORTGAGE,699,3,1,77.4,1,debt_consolidation,23000,0.13,0,NA
2619,34,42000,1-2 years,MORTGAGE,702,7,1,17.1,1,credit_card,9000,0.13,0,NA
2620,40,45000,6-10 years,MORTGAGE,660,11,0,45.1,0,debt_consolidation,22500,0.10078263640615709,1,0
2621,49,45000,6-10 years,RENT,671,7,0,66.6,0,medical,2000,0.13,0,NA
2622,56,12000,< 1 year,RENT,746,18,0,34.6,0,small_business,6000,0.03739475540555472,1,0
2623,35,118000,3-5 years,MORTGAGE,746,7,1,6.1,0,debt_consolidation,14000,0.09863746788107261,1,0
2624,34,23000,3-5 years,OTHER,732,12,0,49.2,1,debt_consolidation,11500,0.058374293783127265,1,0
2625,40,24000,3-5 years,OWN,616,6,1,7.5,0,debt_consolidation,12000,0.14899386044442742,1,0
2626,53,42000,1-2 years,MORTGAGE,641,9,0,48.7,1,home_improvement,14000,0.12,1,0
2627,39,74000,3-5 years,RENT,701,5,0,54.7,3,debt_consolidation,32000,0.09,1,1
2628,40,40000,6-10 years,RENT,620,12,0,27.4,0,small_business,1000,0.12,1,0
2629,47,72000,1-2 years,RENT,675,12,0,8.4,1,home_improvement,8000,0.13,0,NA
2630,47,38000,6-10 years,MORTGAGE,680,8,0,30.8,0,credit_card,8000,0.10286827349335018,1,0
2631,51,44000,3-5 years,MORTGAGE,577,10,0,60,0,debt_consolidation,22000,0.17831775002827382,0,NA
2632,18,29000,3-5 years,MORTGAGE,697,15,0,71.3,1,credit_card,14500,0.12108205479283046,1,0
2633,24,36000,1-2 years,MORTGAGE,697,9,0,58.5,1,debt_consolidation,1000,0.12195482331091911,0,NA
2634,24,16000,3-5 years,RENT,610,10,0,18,0,major_purchase,2000,0.12432996683100492,1,0
2635,43,41000,3-5 years,MORTGAGE,644,10,0,29.2,2,major_purchase,18000,0.1619783933736967,0,NA
2636,22,15000,1-2 years,MORTGAGE,637,8,1,22.8,1,debt_consolidation,7500,0.12,0,NA
2637,35,54000,1-2 years,RENT,679,10,0,55.5,0,debt_consolidation,27000,0.09,1,0
2638,43,264000,6-10 years,MORTGAGE,810,10,0,81.1,0,credit_card,23000,0.08076530115223007,0,NA
2639,61,16000,6-10 years,RENT,580,13,0,83.8,0,car,3000,0.1665741772450902,0,NA
2640,35,22000,6-10 years,MORTGAGE,715,6,0,19.4,0,car,11000,0.09,1,0
2641,38,41000,< 1 year,MORTGAGE,806,8,2,39.5,0,debt_consolidation,14000,0.0771222844276335,1,0
2642,41,29000,1-2 years,OWN,609,11,0,49.6,2,car,3000,0.17678165478989155,0,NA
2643,31,56000,6-10 years,MORTGAGE,742,7,0,29.1,2,debt_consolidation,7000,0.1,1,1
2644,18,140000,3-5 years,MORTGAGE,768,11,0,42.8,0,car,7000,0.08672931110891399,1,0
2645,56,107000,3-5 years,MORTGAGE,792,7,2,35.7,0,major_purchase,36000,0.09259705862621155,1,0
2646,34,33000,< 1 year,RENT,705,5,0,22.1,0,debt_consolidation,16500,0.09355855962546356,1,0
2647,29,100000,6-10 years,RENT,587,13,1,44.1,2,home_improvement,38000,0.1432738121457377,0,NA
2648,41,82000,6-10 years,RENT,687,8,1,81,2,credit_card,7000,0.10310730370920305,1,0
2649,31,68000,10+ years,OWN,720,10,0,87.4,1,other,7000,0.08498514072576376,1,1
2650,49,29000,3-5 years,RENT,630,5,1,50.2,2,credit_card,13000,0.21706631678731278,0,NA
2651,33,80000,3-5 years,RENT,718,8,1,13.9,1,debt_consolidation,39000,0.10382119552567383,0,NA
2652,48,74000,10+ years,RENT,719,6,0,46.5,1,home_improvement,4000,0.09306853407351734,0,NA
2653,35,109000,6-10 years,RENT,723,4,1,45.7,1,other,13000,0.09106438609813998,1,0
2654,26,30000,10+ years,MORTGAGE,665,7,0,49.2,0,debt_consolidation,1000,0.13,0,NA
2655,47,46000,6-10 years,MORTGAGE,624,10,0,73.9,2,major_purchase,18000,0.19145646802467695,0,NA
2656,67,30000,3-5 years,MORTGAGE,759,7,1,68.2,1,home_improvement,9000,0.1,1,0
2657,26,17000,1-2 years,RENT,662,4,0,83.1,3,credit_card,8500,0.13,0,NA
2658,33,41000,< 1 year,MORTGAGE,629,5,0,52.5,2,debt_consolidation,4000,0.1311556640627713,0,NA
2659,24,65000,6-10 years,MORTGAGE,668,7,0,51.8,1,debt_consolidation,10000,0.11975192273026418,0,NA
2660,57,62000,1-2 years,RENT,675,5,0,36,1,medical,19000,0.10938988330830393,1,0
2661,40,20000,3-5 years,MORTGAGE,682,10,0,12.9,0,debt_consolidation,10000,0.11919191610491323,0,NA
2662,18,106000,10+ years,MORTGAGE,730,5,1,18.9,2,car,6000,0.1,1,0
2663,18,85000,1-2 years,RENT,584,7,1,17.1,1,credit_card,1000,0.16283589466703538,0,NA
2664,49,32000,< 1 year,RENT,644,7,0,34.1,0,debt_consolidation,16000,0.20322676503070536,0,NA
2665,42,69000,< 1 year,RENT,778,10,0,49.1,3,car,14000,0.1,1,0
2666,18,17000,< 1 year,OWN,804,8,0,88.2,0,home_improvement,8500,0.1,1,1
2667,24,28000,3-5 years,RENT,688,6,0,31.5,0,debt_consolidation,14000,0.13,1,0
2668,43,81000,3-5 years,MORTGAGE,653,2,1,37.1,1,home_improvement,24000,0.09,1,0
2669,39,38000,3-5 years,MORTGAGE,597,8,0,74,0,credit_card,19000,0.14329064384830467,1,0
2670,18,31000,1-2 years,OWN,713,5,0,47,0,credit_card,15500,0.10029605331728313,1,0
2671,47,55000,< 1 year,OWN,702,5,0,27,0,credit_card,8000,0.13,0,NA
2672,33,27000,3-5 years,MORTGAGE,731,7,0,47.9,0,debt_consolidation,4000,0.1,0,NA
2673,53,18000,10+ years,RENT,659,8,1,54.7,1,major_purchase,9000,0.09,1,0
2674,43,54000,6-10 years,MORTGAGE,653,10,1,11,0,debt_consolidation,24000,0.13,0,NA
2675,52,43000,< 1 year,RENT,692,11,0,29.6,1,debt_consolidation,21500,0.13,0,NA
2676,18,44000,6-10 years,RENT,616,9,0,24.6,0,home_improvement,19000,0.17279707601085495,0,NA
2677,47,77000,6-10 years,RENT,551,7,0,33.9,0,debt_consolidation,28000,0.16554656495786566,1,1
2678,51,39000,3-5 years,OWN,641,7,0,13.9,0,debt_consolidation,19500,0.12,1,0
2679,44,41000,3-5 years,MORTGAGE,676,8,0,71,1,car,20500,0.09385965760389987,1,0
2680,25,21000,6-10 years,OWN,717,8,0,82.3,2,debt_consolidation,10500,0.09,1,0
2681,37,16000,1-2 years,RENT,686,6,1,20.6,3,other,8000,0.12402679098677193,1,0
2682,18,37000,1-2 years,RENT,686,7,0,55.6,1,other,11000,0.13,1,0
2683,31,22000,3-5 years,RENT,679,5,0,41.6,2,credit_card,11000,0.13,1,0
2684,29,51000,6-10 years,RENT,527,5,0,6.8,0,debt_consolidation,25500,0.12,1,1
2685,42,40000,6-10 years,RENT,623,11,0,30.4,1,home_improvement,20000,0.18183233481098815,0,NA
2686,64,101000,3-5 years,MORTGAGE,618,7,0,16.3,0,home_improvement,32000,0.12,1,0
2687,42,36000,3-5 years,RENT,644,11,1,49.2,0,credit_card,18000,0.12,1,0
2688,33,39000,< 1 year,RENT,660,7,1,34.1,1,small_business,19500,0.09479215813135225,1,0
2689,49,34000,6-10 years,MORTGAGE,698,10,0,37.8,2,major_purchase,17000,0.09,1,0
2690,47,42000,3-5 years,RENT,662,6,0,46,0,car,21000,0.11664562688700371,1,1
2691,41,41000,3-5 years,MORTGAGE,596,5,1,33.1,3,debt_consolidation,17000,0.12,1,0
2692,30,73000,3-5 years,MORTGAGE,847,11,1,41.7,0,home_improvement,36500,0.08574232383710116,1,0
2693,45,22000,< 1 year,MORTGAGE,632,11,0,48.7,2,home_improvement,11000,0.1590651268133717,1,0
2694,46,57000,< 1 year,RENT,640,7,0,26.3,1,debt_consolidation,25000,0.16488971175075776,1,0
2695,42,43000,1-2 years,MORTGAGE,723,10,1,41.2,0,debt_consolidation,21500,0.05638542419082148,1,0
2696,61,151000,1-2 years,MORTGAGE,604,6,0,28.3,0,debt_consolidation,23000,0.1594152615953668,0,NA
2697,66,19000,1-2 years,RENT,712,6,0,38.5,0,credit_card,9500,0.1019488812145132,1,0
2698,26,23000,3-5 years,RENT,460,11,0,72.2,1,debt_consolidation,11500,0.1703424225234335,1,1
2699,43,44000,3-5 years,MORTGAGE,724,8,0,41.9,1,debt_consolidation,21000,0.1,1,0
2700,23,80000,1-2 years,OWN,637,8,0,89,0,other,24000,0.15806410554453165,0,NA
2701,31,66000,6-10 years,RENT,689,10,0,44.1,0,debt_consolidation,5000,0.09,1,0
2702,33,33000,6-10 years,MORTGAGE,685,8,0,15,0,debt_consolidation,12000,0.09,1,0
2703,36,50000,10+ years,MORTGAGE,786,5,0,56.3,2,car,9000,0.1,1,0
2704,59,15000,6-10 years,MORTGAGE,684,12,0,10.6,2,small_business,7500,0.10860556351834755,1,0
2705,28,59000,< 1 year,MORTGAGE,690,7,0,44.2,1,debt_consolidation,27000,0.0932974063517121,1,0
2706,44,105000,< 1 year,RENT,771,9,0,76.9,3,home_improvement,11000,0.0752107744770764,1,0
2707,47,50000,3-5 years,OWN,676,3,0,39.1,0,major_purchase,10000,0.09,1,0
2708,41,38000,3-5 years,MORTGAGE,673,5,0,42.1,1,credit_card,19000,0.09136182909149895,1,1
2709,45,24000,6-10 years,RENT,697,5,0,21,1,debt_consolidation,6000,0.12425630321711174,0,NA
2710,30,34000,< 1 year,RENT,648,5,0,29.6,0,credit_card,17000,0.1441439612022671,0,NA
2711,32,111000,1-2 years,MORTGAGE,585,8,0,6.8,0,home_improvement,18000,0.14357064595510793,0,NA
2712,30,40000,10+ years,MORTGAGE,595,6,0,47,1,medical,10000,0.18427313608288343,0,NA
2713,18,34000,3-5 years,RENT,693,7,0,51.1,1,home_improvement,17000,0.13,0,NA
2714,46,111000,1-2 years,MORTGAGE,630,8,0,22.5,0,car,37000,0.12,0,NA
2715,33,17000,1-2 years,RENT,757,4,0,38.1,1,debt_consolidation,8500,0.05934523470238763,1,0
2716,36,41000,1-2 years,RENT,601,12,0,15.5,3,major_purchase,12000,0.142310938085375,0,NA
2717,46,51000,3-5 years,MORTGAGE,609,8,0,19.2,0,credit_card,10000,0.1592922564742741,0,NA
2718,39,32000,1-2 years,RENT,586,10,0,18,1,home_improvement,16000,0.17046471168974467,0,NA
2719,37,32000,< 1 year,MORTGAGE,737,8,1,29.2,0,home_improvement,16000,0.06615763240669678,1,0
2720,32,59000,3-5 years,RENT,674,9,0,29.6,1,debt_consolidation,23000,0.11086629897249234,1,1
2721,57,71000,6-10 years,RENT,805,9,1,74.5,1,debt_consolidation,13000,0.1,1,0
2722,40,54000,3-5 years,RENT,663,8,1,43.7,0,debt_consolidation,4000,0.09400954856897022,1,0
2723,39,48000,10+ years,RENT,646,7,0,12.1,0,debt_consolidation,12000,0.1861669481524157,0,NA
2724,50,29000,10+ years,MORTGAGE,549,3,0,51.9,0,debt_consolidation,14500,0.1200202938115274,1,0
2725,43,70000,1-2 years,RENT,850,8,0,3.6,0,debt_consolidation,35000,0.055130873103190856,1,0
2726,27,28000,6-10 years,MORTGAGE,684,7,0,15.5,0,debt_consolidation,10000,0.09,1,0
2727,33,46000,3-5 years,MORTGAGE,568,4,0,28.3,0,home_improvement,17000,0.20047666673841272,0,NA
2728,29,66000,< 1 year,MORTGAGE,661,10,0,58.7,1,other,2000,0.13,0,NA
2729,18,26000,10+ years,MORTGAGE,626,5,1,65.9,2,credit_card,13000,0.12,0,NA
2730,36,57000,1-2 years,RENT,619,12,1,50,0,home_improvement,2000,0.14344425871896557,0,NA
2731,45,42000,1-2 years,RENT,705,8,1,74.4,2,home_improvement,11000,0.09,1,0
2732,32,84000,10+ years,RENT,740,8,0,33.8,0,home_improvement,38000,0.08776870703799176,1,0
2733,43,122000,< 1 year,OWN,628,8,0,14.2,0,small_business,31000,0.14110113596466423,0,NA
2734,47,22000,1-2 years,MORTGAGE,721,8,0,65.3,0,home_improvement,10000,0.07886189429789993,1,1
2735,37,76000,1-2 years,RENT,616,13,2,16,2,home_improvement,20000,0.15794241922277352,0,NA
2736,32,50000,10+ years,MORTGAGE,591,5,0,45.2,0,credit_card,10000,0.14551299639832457,1,0
2737,30,51000,10+ years,RENT,623,8,0,89.4,2,debt_consolidation,25500,0.1409670831037389,0,NA
2738,35,95000,10+ years,RENT,684,8,0,13,0,debt_consolidation,19000,0.09,1,0
2739,57,67000,3-5 years,OWN,709,7,2,54.6,0,credit_card,33500,0.13,1,1
2740,39,47000,10+ years,RENT,760,9,0,27.6,0,major_purchase,9000,0.08048978240096721,1,0
2741,32,41000,6-10 years,MORTGAGE,561,9,0,8.8,1,debt_consolidation,2000,0.12,0,NA
2742,33,41000,3-5 years,MORTGAGE,643,9,0,63.4,1,credit_card,20500,0.12,1,0
2743,39,47000,< 1 year,RENT,804,6,2,83.4,2,debt_consolidation,23500,0.1,1,0
2744,40,31000,1-2 years,OTHER,634,6,1,9.2,1,credit_card,9000,0.12,1,0
2745,54,101000,3-5 years,OWN,711,7,1,54.7,1,home_improvement,29000,0.13,0,NA
2746,33,68000,3-5 years,MORTGAGE,718,8,0,36.7,1,home_improvement,5000,0.10078631179297427,1,0
2747,50,73000,3-5 years,RENT,711,5,0,56,0,major_purchase,6000,0.13,0,NA
2748,30,54000,3-5 years,MORTGAGE,660,11,0,67.1,0,major_purchase,27000,0.10074274154935076,1,1
2749,41,56000,6-10 years,RENT,791,9,0,40.2,0,debt_consolidation,20000,0.0371176482523579,1,1
2750,34,53000,10+ years,MORTGAGE,695,7,0,56.2,0,debt_consolidation,7000,0.13,1,0
